,tucaseid,erbmi,erincome,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eusnap,eugenhth,eugroshp,euhgt,euinclvl,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,bmi_class
7869,20140908141318,31.0,2.0,45.0,,,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,4.0,1.0,63,5,1.0,2.0,1.0,,1.0,4.0,2.0,175,2
7870,20140908141321,30.700001,1.0,60.0,3.0,,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,66,5,1.0,2.0,3.0,,2.0,3.0,2.0,190,2
7871,20140908141326,22.9,2.0,180.0,15.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,4.0,2.0,62,5,,,2.0,2.0,,,,125,1
7872,20140908141329,38.400002,1.0,40.0,,2.0,1.0,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,3.0,1.0,69,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,260,2
7873,20140908141333,30.5,1.0,135.0,,,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,72,5,,,2.0,,2.0,4.0,,225,2
7874,20140908141339,29.799999,3.0,490.0,,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,1.0,2.0,3.0,2.0,190,1
7875,20140908141342,34.0,1.0,170.0,,,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,69,5,1.0,2.0,3.0,2.0,,,2.0,230,2
7876,20140908141343,33.400002,1.0,25.0,,,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,2.0,3.0,1.0,2.0,220,2
7877,20140908141348,29.799999,1.0,25.0,5.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,3.0,72,5,1.0,1.0,3.0,2.0,1.0,2.0,2.0,220,1
7878,20140908141350,26.4,1.0,65.0,,1.0,1.0,2.0,1.0,6.0,2.0,,,1.0,2.0,2.0,1.0,70,5,1.0,2.0,1.0,1.0,1.0,3.0,2.0,184,1
7879,20140908141352,28.1,5.0,20.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,64,5,1.0,2.0,1.0,,5.0,1.0,,164,1
7880,20140908141354,18.200001,,235.0,30.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,3.0,2.0,68,5,1.0,2.0,1.0,2.0,,,2.0,120,1
7882,20140908141370,28.4,1.0,85.0,15.0,,2.0,1.0,1.0,7.0,2.0,,,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,,5.0,3.0,2.0,192,1
7883,20140908141376,30.0,1.0,55.0,,,1.0,2.0,1.0,5.0,2.0,,,1.0,2.0,3.0,1.0,71,5,1.0,2.0,1.0,2.0,1.0,5.0,2.0,215,1
7884,20140908141377,23.6,1.0,125.0,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,160,1
7885,20140908141388,22.9,1.0,30.0,,,1.0,2.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,155,1
7886,20140908141390,26.0,1.0,65.0,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,60,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,133,1
7887,20140908141392,21.0,5.0,30.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,66,5,2.0,2.0,1.0,,2.0,3.0,,130,1
7888,20140908141400,22.5,5.0,30.0,45.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,131,1
7889,20140908141408,23.4,2.0,60.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,60,5,2.0,2.0,1.0,1.0,1.0,1.0,,120,1
7890,20140908141409,35.400002,5.0,,25.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,63,5,1.0,2.0,1.0,,1.0,1.0,2.0,200,2
7891,20140908141410,27.1,1.0,80.0,,,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,72,5,1.0,2.0,1.0,,1.0,2.0,2.0,200,1
7892,20140908141413,33.700001,1.0,15.0,30.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,70,5,1.0,2.0,1.0,1.0,2.0,4.0,2.0,235,2
7893,20140908141414,19.799999,5.0,135.0,10.0,,2.0,1.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,,2.0,1.0,2.0,108,1
7894,20140908141416,30.9,1.0,45.0,,1.0,1.0,2.0,2.0,,1.0,5.0,1.0,1.0,2.0,4.0,1.0,64,5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,180,2
7896,20140908141418,31.9,5.0,120.0,,,2.0,2.0,1.0,4.0,2.0,,,1.0,1.0,3.0,1.0,63,5,1.0,2.0,1.0,,1.0,1.0,1.0,180,2
7897,20140908141421,23.700001,1.0,60.0,10.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,1.0,1.0,70,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,165,1
7898,20140908141427,21.200001,1.0,180.0,5.0,,1.0,1.0,1.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,74,5,1.0,2.0,3.0,2.0,1.0,,1.0,165,1
7899,20140908141432,22.9,5.0,90.0,,,1.0,1.0,1.0,7.0,2.0,,,1.0,1.0,1.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,142,1
7900,20140908141438,25.1,1.0,60.0,15.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,3.0,70,5,,,2.0,2.0,1.0,4.0,,175,1
7901,20140908141440,26.1,3.0,30.0,90.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,3.0,1.0,66,5,2.0,2.0,1.0,2.0,1.0,2.0,,162,1
7903,20140908141444,23.799999,1.0,60.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,74,5,,,2.0,,,,,185,1
7904,20140908141445,23.5,1.0,30.0,3.0,,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,64,5,1.0,2.0,1.0,2.0,,,2.0,137,1
7905,20140908141448,29.1,1.0,80.0,,,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,60,5,1.0,2.0,1.0,,1.0,1.0,2.0,149,1
7906,20140908141458,18.6,1.0,30.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,63,5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,105,1
7907,20140908141459,34.299999,2.0,110.0,10.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,200,2
7908,20140908141460,27.299999,,50.0,,,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,70,5,,,2.0,2.0,,,,190,1
7909,20140908141465,39.400002,5.0,85.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,1.0,3.0,2.0,69,5,,,2.0,1.0,,,,267,2
7910,20140908141467,32.599998,1.0,50.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,,2.0,64,5,,,2.0,2.0,,,,190,2
7911,20140908141469,23.6,1.0,100.0,4.0,,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,1.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,160,1
7912,20140908141470,23.6,1.0,,10.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,2.0,1.0,61,5,1.0,2.0,1.0,2.0,1.0,,2.0,125,1
7913,20140908141472,29.799999,1.0,90.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,67,5,2.0,2.0,1.0,2.0,2.0,1.0,,190,1
7914,20140908141473,20.799999,1.0,60.0,,,1.0,2.0,1.0,2.0,2.0,,,1.0,2.0,1.0,1.0,65,5,1.0,2.0,1.0,2.0,1.0,4.0,2.0,125,1
7915,20140908141475,21.4,1.0,30.0,13.0,,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,69,5,1.0,2.0,1.0,,1.0,2.0,1.0,145,1
7916,20140908141478,26.5,1.0,54.0,25.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,71,5,1.0,2.0,3.0,1.0,1.0,2.0,2.0,190,1
7917,20140908141483,21.700001,1.0,30.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,2.0,1.0,1.0,74,5,1.0,2.0,1.0,,2.0,5.0,2.0,169,1
7918,20140908141487,46.799999,5.0,,,,2.0,1.0,2.0,,2.0,,,1.0,2.0,4.0,3.0,62,5,,,2.0,,1.0,1.0,,256,2
7919,20140908141489,24.299999,3.0,90.0,10.0,,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,68,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,160,1
7920,20140908141491,17.4,1.0,70.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,5.0,1.0,63,5,1.0,2.0,1.0,2.0,2.0,4.0,2.0,98,1
7921,20140908141492,51.700001,2.0,60.0,,2.0,1.0,2.0,1.0,4.0,2.0,,,1.0,2.0,3.0,3.0,68,5,,,2.0,1.0,1.0,1.0,,340,2
7922,20140908141493,26.1,1.0,70.0,20.0,,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,3.0,1.0,70,5,,,2.0,2.0,1.0,2.0,,182,1
7923,20140908141494,35.700001,1.0,60.0,20.0,,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,3.0,1.0,70,5,1.0,2.0,3.0,2.0,1.0,2.0,2.0,249,2
7924,20140908141495,36.599998,5.0,75.0,,,2.0,2.0,2.0,,2.0,,,1.0,1.0,2.0,1.0,62,5,1.0,2.0,1.0,,2.0,4.0,2.0,200,2
7925,20140908141497,25.799999,1.0,60.0,10.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,72,5,,,2.0,1.0,,,,190,1
7926,20140908141499,25.799999,5.0,10.0,,1.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,66,5,1.0,2.0,1.0,1.0,2.0,4.0,2.0,160,1
7927,20140908141503,24.700001,1.0,30.0,,,2.0,2.0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,62,5,2.0,2.0,1.0,,1.0,4.0,,135,1
7928,20140908141506,29.299999,5.0,30.0,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,59,5,1.0,2.0,1.0,2.0,2.0,1.0,1.0,145,1
7929,20140908141509,29.4,3.0,15.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,70,5,1.0,2.0,3.0,,1.0,1.0,2.0,205,1
7930,20140908141510,31.200001,5.0,30.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,1.0,1.0,60,5,1.0,2.0,1.0,,1.0,2.0,2.0,160,2
7931,20140908141514,20.4,3.0,135.0,5.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,68,5,1.0,2.0,1.0,2.0,3.0,2.0,2.0,134,1
7932,20140908141518,24.1,1.0,75.0,20.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,70,5,1.0,2.0,1.0,1.0,1.0,3.0,2.0,168,1
7933,20140908141520,22.9,3.0,20.0,5.0,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,6.0,2.0,155,1
7934,20140908141528,18.5,1.0,20.0,4.0,2.0,1.0,1.0,1.0,28.0,2.0,,,2.0,1.0,3.0,1.0,69,5,1.0,2.0,1.0,1.0,1.0,3.0,2.0,125,1
7936,20140908141531,25.1,5.0,95.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,5.0,3.0,71,5,2.0,2.0,3.0,2.0,1.0,2.0,,180,1
7937,20140908141532,34.0,1.0,60.0,,1.0,1.0,2.0,2.0,,1.0,6.0,2.0,1.0,2.0,4.0,1.0,74,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,265,2
7938,20140908141538,33.400002,1.0,60.0,10.0,,2.0,1.0,1.0,3.0,2.0,,,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,,1.0,2.0,2.0,220,2
7939,20140908141539,27.200001,1.0,55.0,15.0,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,71,5,1.0,2.0,1.0,2.0,2.0,4.0,2.0,195,1
7940,20140908141545,25.799999,1.0,90.0,,,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,70,5,,,2.0,2.0,,,,180,1
7941,20140908141548,29.0,1.0,35.0,,,1.0,2.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,73,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,220,1
7942,20140908141554,30.200001,1.0,45.0,,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,74,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,235,2
7943,20140908141555,22.1,1.0,60.0,60.0,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,69,5,,,2.0,,,,,150,1
7944,20140908141558,25.1,1.0,65.0,20.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,1.0,3.0,1.0,2.0,170,1
7945,20140908141564,28.1,3.0,75.0,15.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,68,5,,,2.0,1.0,,,,185,1
7946,20140908141565,24.4,1.0,31.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,1.0,2.0,70,5,,,2.0,2.0,,,,170,1
7947,20140908141567,46.299999,5.0,70.0,20.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,4.0,1.0,64,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,270,2
7948,20140908141573,24.4,5.0,100.0,10.0,,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,71,5,1.0,2.0,3.0,2.0,,,2.0,175,1
7949,20140908141576,25.5,3.0,30.0,,,2.0,2.0,1.0,1.0,2.0,,,1.0,2.0,3.0,2.0,71,5,,,2.0,,,,,183,1
7950,20140908141577,19.200001,1.0,95.0,,,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,62,5,1.0,2.0,1.0,,2.0,1.0,2.0,105,1
7951,20140908141579,36.599998,5.0,50.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,62,5,1.0,2.0,1.0,,1.0,1.0,2.0,200,2
7952,20140908141580,33.700001,5.0,10.0,,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,2.0,5.0,1.0,59,5,1.0,2.0,1.0,1.0,1.0,4.0,2.0,167,2
7953,20140908141588,21.1,1.0,135.0,10.0,,2.0,1.0,1.0,3.0,2.0,,,1.0,2.0,2.0,3.0,64,5,1.0,2.0,1.0,,1.0,2.0,2.0,123,1
7954,20140908141589,29.299999,5.0,30.0,20.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,62,5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,160,1
7955,20140908141593,29.700001,1.0,60.0,,,1.0,2.0,1.0,1.0,2.0,,,1.0,2.0,3.0,2.0,73,5,,,2.0,2.0,,,,225,1
7956,20140908141594,23.6,1.0,135.0,,,2.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,,2.0,2.0,2.0,155,1
7957,20140908141595,29.5,1.0,45.0,,,2.0,2.0,1.0,10.0,2.0,,,1.0,2.0,2.0,2.0,69,5,,,2.0,,,,,200,1
7958,20140908141596,29.9,1.0,185.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,6.0,2.0,185,1
7959,20140908141606,32.299999,1.0,60.0,,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,4.0,1.0,66,5,1.0,2.0,1.0,1.0,3.0,1.0,2.0,200,2
7960,20140908141612,30.299999,1.0,,30.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,65,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,182,2
7961,20140908141613,28.0,5.0,240.0,5.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,2.0,70,5,,,2.0,,,,,195,1
7962,20140908141620,23.700001,1.0,30.0,10.0,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,71,5,,,2.0,2.0,,,,170,1
7963,20140908141621,30.200001,3.0,85.0,,,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,62,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,165,2
7964,20140908141624,25.0,1.0,90.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,4.0,2.0,70,5,,,2.0,2.0,,,,174,1
7965,20140908141625,29.299999,5.0,50.0,,1.0,1.0,2.0,2.0,,2.0,,,1.0,1.0,4.0,2.0,64,5,,,2.0,1.0,,,,171,1
7966,20140908141628,27.4,3.0,60.0,10.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,4.0,2.0,68,5,1.0,2.0,1.0,,,,2.0,180,1
7967,20140908141634,48.599998,1.0,40.0,15.0,,2.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,61,5,1.0,2.0,1.0,,1.0,2.0,2.0,257,2
7968,20140908141636,21.700001,1.0,180.0,,,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,72,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,160,1
7969,20140908141642,33.5,1.0,5.0,,1.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,72,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,247,2
7970,20140908141643,24.4,1.0,60.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,60,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,125,1
7971,20140908141647,27.799999,1.0,105.0,45.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,4.0,1.0,65,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,167,1
7972,20140908141650,28.1,2.0,45.0,80.0,,2.0,1.0,1.0,30.0,2.0,,,1.0,2.0,2.0,2.0,66,5,,,2.0,,,,,174,1
7973,20140908141656,23.4,4.0,165.0,10.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,60,5,1.0,2.0,1.0,,1.0,2.0,2.0,120,1
7974,20140908141657,31.9,1.0,105.0,30.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,72,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,235,2
7975,20140908141661,31.299999,1.0,60.0,30.0,,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,,1.0,1.0,2.0,200,2
7976,20140908141662,21.9,1.0,50.0,,,2.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,,1.0,1.0,2.0,120,1
7978,20140908141668,24.4,1.0,55.0,,,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,5.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,6.0,2.0,165,1
7979,20140908141669,24.4,1.0,150.0,10.0,,2.0,1.0,1.0,4.0,2.0,,,1.0,,2.0,1.0,72,5,,,2.0,,2.0,1.0,,180,1
7980,20140908141670,23.799999,1.0,30.0,62.0,,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,57,5,2.0,2.0,1.0,2.0,,,,110,1
7981,20140908141673,23.4,5.0,35.0,10.0,2.0,1.0,1.0,2.0,,1.0,4.0,2.0,2.0,2.0,2.0,1.0,71,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,168,1
7982,20140908141680,31.299999,3.0,90.0,300.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,69,5,,,2.0,,,,,212,2
7983,20140908141686,24.4,1.0,290.0,,,2.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,71,5,,,2.0,,,,,175,1
7984,20140908141687,31.0,1.0,150.0,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,67,5,1.0,2.0,1.0,,1.0,1.0,1.0,198,2
7985,20140908141688,22.0,2.0,90.0,,,2.0,,1.0,7.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,68,5,1.0,2.0,1.0,,1.0,,2.0,145,1
7986,20140908141691,38.200001,1.0,75.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,237,2
7987,20140908141693,23.5,1.0,60.0,15.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,2.0,1.0,67,5,,,2.0,2.0,1.0,2.0,,150,1
7988,20140908141697,27.5,1.0,15.0,20.0,,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,64,5,1.0,2.0,3.0,2.0,,,2.0,160,1
7989,20140908141699,34.0,5.0,85.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,61,5,1.0,2.0,1.0,1.0,1.0,3.0,2.0,180,2
7990,20140908141702,30.1,1.0,40.0,15.0,,1.0,1.0,2.0,,1.0,6.0,1.0,1.0,2.0,3.0,1.0,67,5,,,2.0,2.0,2.0,1.0,,192,2
7991,20140908141709,33.400002,5.0,60.0,20.0,,2.0,1.0,1.0,4.0,2.0,,,1.0,2.0,1.0,1.0,69,5,1.0,2.0,1.0,,2.0,3.0,2.0,226,2
7992,20140908141713,25.799999,5.0,90.0,5.0,2.0,1.0,1.0,1.0,7.0,2.0,,,1.0,1.0,3.0,2.0,67,5,,,2.0,1.0,,,,165,1
7993,20140908141716,21.1,1.0,35.0,2.0,2.0,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,135,1
7994,20140908141719,34.099998,1.0,90.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,5.0,1.0,69,5,1.0,2.0,1.0,,1.0,1.0,2.0,231,2
7995,20140908141720,25.6,1.0,80.0,15.0,,2.0,1.0,1.0,4.0,2.0,,,1.0,2.0,3.0,2.0,65,5,,,2.0,,,,,154,1
7996,20140908141722,37.799999,2.0,75.0,,,2.0,2.0,1.0,3.0,2.0,,,1.0,2.0,4.0,1.0,64,5,1.0,2.0,1.0,,1.0,2.0,2.0,220,2
7997,20140908141728,31.299999,1.0,45.0,5.0,,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,200,2
7998,20140908141729,31.5,3.0,105.0,,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,2.0,4.0,2.0,66,5,,,2.0,1.0,,,,195,2
7999,20140908141732,39.5,5.0,10.0,60.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,70,5,1.0,2.0,3.0,1.0,1.0,1.0,2.0,275,2
8001,20140908141736,34.900002,1.0,30.0,3.0,,2.0,1.0,1.0,4.0,1.0,12.0,1.0,1.0,2.0,3.0,1.0,77,5,1.0,2.0,1.0,,1.0,4.0,1.0,294,2
8002,20140908141737,32.900002,3.0,45.0,,,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,4.0,1.0,67,5,2.0,2.0,1.0,2.0,2.0,1.0,,210,2
8004,20140908141757,24.799999,5.0,30.0,45.0,,2.0,1.0,1.0,7.0,2.0,,,1.0,2.0,1.0,1.0,63,5,2.0,2.0,1.0,,1.0,1.0,,140,1
8005,20140908141760,20.4,5.0,70.0,,2.0,1.0,2.0,1.0,5.0,2.0,,,1.0,1.0,3.0,1.0,63,5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,115,1
8006,20140908141764,26.0,,55.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,3.0,1.0,70,5,1.0,2.0,1.0,,1.0,1.0,2.0,181,1
8007,20140908141766,28.1,1.0,60.0,,2.0,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,3.0,2.0,72,5,1.0,2.0,3.0,1.0,,,2.0,207,1
8008,20140908141767,23.700001,1.0,45.0,25.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,2.0,1.0,68,5,2.0,2.0,1.0,1.0,2.0,2.0,,156,1
8009,20140908141768,20.9,1.0,80.0,15.0,,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,71,5,,,2.0,,,,,150,1
8010,20140908141771,26.799999,5.0,30.0,,,2.0,2.0,1.0,6.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,66,5,1.0,2.0,1.0,,1.0,2.0,2.0,166,1
8011,20140908141778,22.799999,1.0,30.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,,1.0,2.0,2.0,150,1
8012,20140908141782,33.900002,1.0,30.0,480.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,66,5,2.0,2.0,1.0,1.0,5.0,1.0,,210,2
8013,20140908141784,42.799999,1.0,50.0,2.0,,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,,1.0,3.0,2.0,234,2
8015,20140908141787,28.9,5.0,125.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,60,5,2.0,2.0,1.0,1.0,2.0,1.0,,148,1
8016,20140908141789,20.6,2.0,90.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,64,5,1.0,2.0,1.0,,1.0,2.0,2.0,120,1
8017,20140908141791,25.1,1.0,70.0,,,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,71,5,,,2.0,2.0,,,,180,1
8019,20140908141799,24.200001,1.0,140.0,,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,66,5,,,2.0,2.0,,,,150,1
8020,20140908141804,30.0,1.0,20.0,1.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,65,5,1.0,2.0,1.0,2.0,2.0,2.0,1.0,180,1
